,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
3599,-38.79407,-72.51071,343.86,2.45,1.51,2022-02-16,1817,A,90,6.1NRT,300.04,159.05,D
3600,-38.389920000000004,-72.96689,320.3,2.58,1.54,2022-02-16,1817,A,58,6.1NRT,301.05,50.13,D
3601,-38.38337,-72.94485,321.27,2.57,1.54,2022-02-16,1817,A,62,6.1NRT,300.03,51.96,D
3602,-38.13374,-72.54573,319.6,2.42,1.5,2022-02-16,1817,A,32,6.1NRT,302.62,38.54,D
3603,-38.10808,-72.37857,323.24,2.36,1.48,2022-02-16,1817,A,59,6.1NRT,305.37,45.46,D
3609,-38.06765,-72.19277,322.46,2.29,1.47,2022-02-16,1817,A,57,6.1NRT,300.74,48.46,D
3610,-38.073,-72.19666,323.04,2.29,1.47,2022-02-16,1817,A,47,6.1NRT,301.95,47.11,D
3628,-35.4092,-70.21759,326.19,1.61,1.25,2022-02-16,1819,A,62,6.1NRT,314.89,21.33,D
3629,-35.41111,-70.23696,329.63,1.62,1.25,2022-02-16,1819,A,73,6.1NRT,313.88,28.81,D
3647,-34.10625,-70.46178,329.63,1.6,1.25,2022-02-16,1819,A,63,6.1NRT,315.93,19.89,D
3648,-34.1083,-70.46723,326.94,1.6,1.25,2022-02-16,1819,A,44,6.1NRT,316.21,13.08,D
5145,-37.24538,-72.96517,300.14,1.02,1.01,2022-02-17,334,T,19,6.1NRT,288.87,4.75,N
5146,-34.10402,-70.45985,316.34,1.1,1.05,2022-02-17,334,T,93,6.1NRT,286.74,19.2,N
5147,-41.46158,-71.70116,312.77,1.02,1.01,2022-02-17,334,T,86,6.1NRT,285.56,14.42,N
5148,-41.45244,-71.70302,314.05,1.02,1.01,2022-02-17,334,T,88,6.1NRT,284.89,15.48,N
5149,-41.44617,-71.71032,330.46,1.02,1.01,2022-02-17,334,T,100,6.1NRT,285.3,33.78,N
5150,-41.44793,-71.72319,302.19,1.02,1.01,2022-02-17,334,T,47,6.1NRT,284.51,8.01,N
5151,-38.79011,-72.50333,312.42,1.02,1.01,2022-02-17,334,T,85,6.1NRT,284.85,14.34,N
5152,-38.59019,-72.45106,302.17,1.02,1.01,2022-02-17,334,T,47,6.1NRT,284.66,7.3,N
5153,-38.38129,-72.95076,313.11,1.03,1.02,2022-02-17,334,T,30,6.1NRT,288.36,12.99,N
5154,-38.37055,-72.94076,337.76,1.03,1.01,2022-02-17,334,T,100,6.1NRT,291.05,41.86,N
5155,-38.37213,-72.95277,322.85,1.03,1.02,2022-02-17,334,T,50,6.1NRT,289.72,21.23,N
5156,-38.36142,-72.94298,321.09,1.03,1.01,2022-02-17,334,T,16,6.1NRT,288.26,18.85,N
5157,-38.362970000000004,-72.95486,339.91,1.03,1.02,2022-02-17,334,T,88,6.1NRT,289.98,44.03,N
5158,-38.3461,-72.97015,306.41,1.03,1.02,2022-02-17,334,T,64,6.1NRT,286.87,8.61,N
5159,-38.335409999999996,-72.9604,337.0,1.03,1.02,2022-02-17,334,T,100,6.1NRT,291.06,40.94,N
5160,-38.336909999999996,-72.97201,328.94,1.03,1.02,2022-02-17,334,T,100,6.1NRT,288.31,29.55,N
5161,-38.324690000000004,-72.95042,317.63,1.03,1.01,2022-02-17,334,T,93,6.1NRT,288.01,17.16,N
5162,-38.326229999999995,-72.96236,323.7,1.03,1.02,2022-02-17,334,T,100,6.1NRT,288.35,23.59,N
5163,-38.33299,-73.21108000000001,303.26,1.04,1.02,2022-02-17,334,T,54,6.1NRT,286.34,7.77,N
5164,-38.32376,-73.21298,319.84,1.04,1.02,2022-02-17,334,T,99,6.1NRT,286.48,20.92,N
5165,-38.07808,-71.93043,309.17,1.0,1.0,2022-02-17,334,T,77,6.1NRT,289.58,10.47,N
5166,-38.06431,-71.89835,315.32,1.0,1.0,2022-02-17,334,T,91,6.1NRT,291.26,14.86,N
5167,-38.065909999999995,-71.90977,324.93,1.0,1.0,2022-02-17,334,T,100,6.1NRT,292.15,23.78,N
5168,-38.10093,-72.16148000000001,314.61,1.0,1.0,2022-02-17,334,T,90,6.1NRT,288.08,15.19,N
5169,-38.10253,-72.173,300.57,1.0,1.0,2022-02-17,334,T,30,6.1NRT,287.1,5.8,N
5170,-38.04565,-71.83191,303.01,1.0,1.0,2022-02-17,334,T,53,6.1NRT,286.43,6.86,N
5171,-38.05529,-71.9004,327.59,1.0,1.0,2022-02-17,334,T,100,6.1NRT,290.46,27.26,N
5172,-38.0569,-71.91184,369.83,1.0,1.0,2022-02-17,334,T,100,6.1NRT,293.63,116.71,N
5173,-38.143840000000004,-72.54418000000001,321.54,1.01,1.01,2022-02-17,334,T,100,6.1NRT,286.7,21.31,N
5174,-38.13319,-72.53457,309.07,1.01,1.01,2022-02-17,334,T,76,6.1NRT,286.9,11.04,N
5175,-38.13476,-72.5462,323.38,1.01,1.01,2022-02-17,334,T,100,6.1NRT,287.42,23.73,N
5176,-38.06795,-72.19256,306.47,1.0,1.0,2022-02-17,334,T,68,6.1NRT,286.81,8.85,N
5177,-38.05891,-72.1946,301.0,1.0,1.0,2022-02-17,334,T,27,6.1NRT,286.42,5.47,N
5178,-38.08406,-72.37861,300.04,1.01,1.0,2022-02-17,334,T,12,6.1NRT,286.23,5.55,N
5179,-38.08563,-72.39016,304.0,1.01,1.0,2022-02-17,334,T,58,6.1NRT,286.43,7.57,N
5180,-38.123329999999996,-72.81231,314.09,1.02,1.01,2022-02-17,334,T,88,6.1NRT,288.11,15.13,N
5181,-38.12487,-72.82406,333.0,1.02,1.01,2022-02-17,334,T,100,6.1NRT,290.17,34.87,N
5182,-38.12641,-72.83575,343.24,1.02,1.01,2022-02-17,334,T,100,6.1NRT,291.03,52.29,N
5183,-38.12795,-72.84753,302.44,1.02,1.01,2022-02-17,334,T,42,6.1NRT,286.89,6.3,N
5184,-38.11266,-72.80259000000001,319.55,1.02,1.01,2022-02-17,334,T,99,6.1NRT,288.28,19.93,N
5185,-38.1142,-72.81427,343.54,1.02,1.01,2022-02-17,334,T,100,6.1NRT,293.65,53.09,N
5186,-38.11574,-72.82603,348.7,1.02,1.01,2022-02-17,334,T,100,6.1NRT,295.62,61.91,N
5187,-38.11728,-72.83773000000001,361.07,1.02,1.01,2022-02-17,334,T,100,6.1NRT,294.35,93.79,N
5188,-38.11882,-72.84949,307.46,1.02,1.01,2022-02-17,334,T,71,6.1NRT,287.35,9.56,N
5189,-38.10646,-72.80972,384.49,1.02,1.01,2022-02-17,334,T,100,6.1NRT,302.68,180.22,N
5190,-38.10802,-72.82145,350.29,1.02,1.01,2022-02-17,334,T,100,6.1NRT,297.56,66.06,N
5191,-38.1096,-72.83323,340.41,1.02,1.01,2022-02-17,334,T,100,6.1NRT,294.49,46.9,N
5192,-38.11115,-72.84493,323.23,1.02,1.01,2022-02-17,334,T,100,6.1NRT,288.66,23.56,N
5193,-38.09735,-72.81175999999999,358.59,1.02,1.01,2022-02-17,334,T,100,6.1NRT,292.02,86.87,N
5194,-38.09891,-72.82349,346.42,1.02,1.01,2022-02-17,334,T,100,6.1NRT,296.09,57.96,N
5195,-38.10048,-72.83527,340.48,1.02,1.01,2022-02-17,334,T,100,6.1NRT,292.84,47.13,N
5196,-38.10204,-72.84702,313.98,1.02,1.01,2022-02-17,334,T,88,6.1NRT,287.61,14.85,N
5197,-38.08979,-72.82551,348.65,1.02,1.01,2022-02-17,334,T,100,6.1NRT,295.89,62.78,N
5198,-38.09135,-72.83726999999999,343.05,1.02,1.01,2022-02-17,334,T,100,6.1NRT,292.65,51.91,N
5199,-38.08065,-72.82743,318.79,1.02,1.01,2022-02-17,334,T,97,6.1NRT,287.65,18.7,N
5200,-38.082209999999996,-72.8392,313.59,1.02,1.01,2022-02-17,334,T,87,6.1NRT,287.45,14.03,N
5201,-37.73787,-72.1262,303.85,1.0,1.0,2022-02-17,334,T,57,6.1NRT,289.09,6.93,N
5425,-38.053940000000004,-71.89896,303.41,2.51,1.52,2022-02-17,522,A,55,6.1NRT,286.67,28.09,N
5426,-38.13524,-72.55015,300.78,2.73,1.58,2022-02-17,522,A,33,6.1NRT,283.69,29.25,N
5427,-38.14275,-72.51803000000001,306.97,2.71,1.58,2022-02-17,522,A,70,6.1NRT,284.67,44.61,N
5428,-38.08331,-72.83623,301.3,2.84,1.61,2022-02-17,522,A,24,6.1NRT,284.01,29.68,N
5429,-38.09094,-72.80382,306.72,2.83,1.61,2022-02-17,522,A,66,6.1NRT,285.9,44.22,N
5430,-38.105140000000006,-72.80883,315.9,2.83,1.61,2022-02-17,522,A,58,6.1NRT,287.91,70.98,N
5431,-38.14322,-72.5262,310.12,2.71,1.58,2022-02-17,522,A,79,6.1NRT,284.27,53.13,N
5432,-38.08984,-72.81121999999999,310.97,2.83,1.61,2022-02-17,522,A,81,6.1NRT,286.36,57.07,N
5433,-38.10406,-72.81612,311.72,2.83,1.61,2022-02-17,522,A,83,6.1NRT,287.47,60.22,N
5434,-38.11156,-72.78494,301.75,2.82,1.6,2022-02-17,522,A,31,6.1NRT,284.99,30.68,N
5435,-38.11834,-72.82082,300.61,2.83,1.61,2022-02-17,522,A,17,6.1NRT,286.02,28.37,N
5436,-38.337140000000005,-72.95255,303.72,2.84,1.61,2022-02-17,522,A,38,6.1NRT,285.76,33.59,N
5437,-38.33873,-72.95809,302.19,2.84,1.61,2022-02-17,522,A,39,6.1NRT,285.57,30.27,N
5438,-38.35995,-72.9342,301.58,2.83,1.61,2022-02-17,522,A,32,6.1NRT,284.95,29.28,N
